(0.0; 98.0)
(1.0; 98.0)
(2.0; 95.0)
(3.0; 91.0)
(4.0; 86.0)
(5.0; 79.0)
(6.0; 58.0)
(7.0; 29.0)
(8.0; 22.0)
(9.0; 25.0)
(10.0; 44.0)
(11.0; 45.0)
(12.0; 46.0)
(13.0; 46.0)
(14.0; 62.0)
(15.0; 66.0)
(16.0; 65.0)
(17.0; 64.0)
(18.0; 60.0)
(19.0; 68.0)
(20.0; 71.0)
(21.0; 72.0)
(22.0; 71.0)
(23.0; 76.0)
(24.0; 73.0)
(25.0; 75.0)
(26.0; 75.0)
(27.0; 77.0)
(28.0; 79.0)
(29.0; 79.0)
(30.0; 78.0)
(31.0; 80.0)
(32.0; 80.0)
(33.0; 81.0)
(34.0; 81.0)
(35.0; 83.0)
(36.0; 81.0)
(37.0; 82.0)
(38.0; 80.0)
(39.0; 81.0)
(40.0; 82.0)
(41.0; 83.0)
(42.0; 85.0)
(43.0; 85.0)
(44.0; 83.0)
(45.0; 83.0)
(46.0; 80.0)
(47.0; 82.0)
(48.0; 85.0)
(49.0; 84.0)
(50.0; 81.0)
(51.0; 82.0)
(52.0; 81.0)
(53.0; 80.0)
(54.0; 85.0)
(55.0; 88.0)
(56.0; 85.0)
(57.0; 89.0)
(58.0; 88.0)
(59.0; 88.0)
(60.0; 88.0)
(61.0; 90.0)
(62.0; 91.0)
(63.0; 91.0)
(64.0; 89.0)
(65.0; 90.0)
(66.0; 90.0)
(67.0; 90.0)
(68.0; 92.0)
(69.0; 91.0)
(70.0; 91.0)
(71.0; 92.0)
(72.0; 92.0)
(73.0; 92.0)
(74.0; 91.0)
(75.0; 92.0)
(76.0; 88.0)
(77.0; 87.0)
(78.0; 86.0)
(79.0; 83.0)
(80.0; 81.0)
(81.0; 80.0)
(82.0; 76.0)
(83.0; 76.0)
(84.0; 72.0)
(85.0; 70.0)
(86.0; 64.0)
(87.0; 60.0)
(88.0; 60.0)
(89.0; 51.0)
(90.0; 42.0)
(91.0; 36.0)
(92.0; 31.0)
(93.0; 29.0)
(94.0; 28.0)
(95.0; 23.0)
(96.0; 18.0)
(97.0; 15.0)
(98.0; 10.0)
(99.0; 10.0)
(100.0; 5.0)
(101.0; 4.0)
(102.0; 14.0)
(103.0; 6.0)
(104.0; 7.0)
(105.0; 0.0)
(106.0; 9.0)
(107.0; 6.0)
(108.0; 6.0)
(109.0; 4.0)
(110.0; 12.0)
(111.0; 17.0)
(112.0; 15.0)
(113.0; 17.0)
(114.0; 19.0)
(115.0; 24.0)
(116.0; 23.0)
(117.0; 23.0)
(118.0; 33.0)
(119.0; 34.0)
(120.0; 39.0)
(121.0; 39.0)
(122.0; 41.0)
(123.0; 46.0)
(124.0; 49.0)
(125.0; 52.0)
(126.0; 58.0)
(127.0; 59.0)
(128.0; 60.0)
(129.0; 60.0)
(130.0; 58.0)
(131.0; 62.0)
(132.0; 62.0)
(133.0; 62.0)
(134.0; 63.0)
(135.0; 63.0)
(136.0; 66.0)
(137.0; 62.0)
(138.0; 64.0)
